reference,base_prediction
tapi ah dia macam kena seimbangkan lah macam dia dah makan benda alah ni mestilah dia kena makan yang benda sihat macam tu lah, tapi dia macam kena seimbangkan dalam makanan dia makanan dia mesti makanan yang dia sehat macam itu
oh begitu, oh begitu
makanan eh, makannya ini
okay ada apa-apa lagi tak nak tanya saya ah pasal ah kesihatan ni, ok ada apaapa pilih kita nak beritahu saya pasal kesiatan ni
okay ah kamu juga begitu ya sebab kita tak nak negara kita terjejas kan kita nak macam negara kita hidup dengan [UNK] dengan aman dengan sihat ah mempunyai, kami juga begitu ya sebab kita tak nak negara kita terjenjaskan kita nak macam negara kita hidup dengan negara dengan aman dengan siap mau punya i
apa ini, apani
mempunyai rakyat ra-rakyat yang mempunyai kesihatan yang kuatlah tak ada lah macam lembik je kan okay, rakyat yang memunyai keselatan yang kuat lah tak adalah macam
itu saja ah saya, terima kasih
ah pergi dulu ye, pergi dulu ya
assalamualaikum, assalamualaikum
sama-sama, okey saya selalu eh
bye, bye
hai Helmi apa khabar, hai helmi abangabang
ah saya ada kerja tapi saya nak membincangkan pasal sukan awak tahu apa-apa tak tentang sukan, saya ada kerja tapi saya nak berbincangkan tentang sukan awak tahu apaapa tak tentang sukan
ah ya saya, ya ia saya
apa yang awak tahu tentang sukan, tapi awak tahu tak tuan zulkan
saya nak tahu, saya nak tahu
apa yang dimaksudkan oleh sukan saya macam kurang faham boleh saya tahu tak apa itu sukan, api yang dimasukkan atau disukain saya macam kurang faham maksud saya tahu tak api yang itu susah
oh, oh
boleh bagi saya satu contoh ketegori sukan yang awak minat, boleh bagi saya satu contoh ketergilisukan yang awak minit
ah, aaaaah
boleh bagitahu saya apa sukan yang awak minat, boleh beritahu saya apa suruhkan yawak ini
so, jadi
jadi, jadi
oh Ronaldo, oh rana tu oh
satu dunia kenal, satu dunia kenal ya
dia ada pemain terhebat, dari pementeribet
oh maksud awak, oh mas awaid
piala dunia ke, jalan dunia ke
urm banyak liga dimainkan oleh beliau, banyak liga yang dimainkan oleh beliau
tapi, tapi
awak nak tahu tak tentang sejarah sukan, abo nak tau tak tentu asil jari suken
tentang sejarah sukan saya mahu menceritakan sejarah sukan, senta sejarah suken saya mahu menceritakan sejarah suken
ah saya ada topik nak cerita ni tentang sukan yang saya minat, saya ada topin nak cerita ini tentang sukaran yang saya meneh
contohnya kalau awak minat bola sepak, contohnya kalau wabinai boleh sepat
tapi saya minat dalam sukan berenang, tapi saya minat dalam sukan buruan yang
ya berenang, ya benda yang dah
ah sukan kan terdiri daripada aktiviti-aktiviti fizikal yang dilakukan untuk pelbagai tujuan jadi ah misalnya berenang, sokan tadi ada perempuan aktiviti fizikal yang dilakukan untuk pelbagai tujuan jadi misalnya berenang
secara berasingan di hadapan ribuan penonton merupakan satu perkara yang saya paling minatlah, sesihara bersaingan dihadapkan ribuan penonton perlupakan satu perkara yang saya perluminkan
yang menunjukkan pada orang lain betapa hebatnya saya, ia menjukakan padu lain tak berhibatnya saja
dan kalau bola sepak idola awak adalah Ronaldo, dan kalau boleh sepat hidulah awak adalah perempuan yang dua
manakala saya, badik kali saja
kenal Joseph Schooling tak, kena joset skor linktah
tak kenal ke, takkan ia digigit
apa dia, apakah ia
okey tak awak okey tak, ok tak
mana boleh sambung kena [UNK] doh kau dah cakap benda lain, wanda bersama kena redo dulu kau dah cakap ini dah
okey kalau macam tu, ok macam itu
hm sukan ada lah aktiviti fizikal, suka ada aktiviti fizikal
yang terdiri daripada pelbagai suk- aspek contohnya bola sepak, yang tadi dia perempuan suka keaspek untuknya mula siap
tadi kan awak kata awak minat bola sepak, tadi kau katakan awak minat bulu sepak
tapi saya minat berenang, tapi saya ingin berenang
ah kalau idola awak adalah Ronaldo idola saya ialah Joseph Scolding ah beliau berasal daripada Singapore, kalau idola awak adalah runaidu idola saya adalah joseph scoting boleh awak berasa dari singapura
awak kenal tak, saya akan melihat itu
ah Joseph Scolding, joseph scuddin
kalau awak tak kenal ha saya boleh cerita kan tentang beliau, kalau betul saya boleh cinta dia
ya ramai yang tak minat tentang berenang, ia ramai yang tak berminat tentang berenang
sebab berenang dia orang fikir ini bukan aktiviti sukan, sebab berenang dalam fikir ini bukan activity itu kan
sebab berenang, sebab rendang
ah kalau ikutkan sukan anta- antara berenang merupakan sukan yang paling banyak paling mudah untuk bakar kalori, kalau ikutkan sukan yang tersebut boleh nak berlupa sukan yang paling banyak paling mudah untuk pakai kalori
dan ianya lebih menyeronokkan dan, dan ia lebih menyuruh nukkan dan
lebih sihat ah, bermisihkanlah
saya sangat minat sukan, saya sangat minat sukan
berenang kerana, berenangkan
kerana berenang merupakan, keren berenangkan
hobi ayah saya waktu, kobi saya tahu apa yang saya cakap
ayah saya atlit sekolah rendah sekolah menengah, saya saya atli seorang naf seorang menengah
[UNK] dan ayah saya pernah mewakili negara untuk per-pertandingan berenang ni, dan saya pernah memakai negara untuk pertandingan berenang ini
jadi saya mengikut jejak langkah beliau lah, jadi saya mengikut jejak langkah biarlah
so, oh
hm seronok dalam bidang sukan, kau nak dalam benda suka kan
ha berenang ha adalah satu sebab, berenang adalah satu sebab
orang tak nampak tau yang [UNK] berenang ni merupakan sukan yang perlukan banyak tenaga bagi orang sukan berenang ni ia lebih kepada rekreasi aktiviti rekreasi atau riadah, orang tak nampak yang berlenda ini berupakan suka yang perlukan banyak tenaga bagi orang suka berlenda ini beri kepada rekreasi aktiviti rekreasi atau riyadah
kerana mereka fikir berenang ni merupakan sesuatu benda yang mudah, karena mereka fikir berenang ini mempeka sesuatu benda yang mudah
sedangkan berenang mengambil, sedangkan berenang mengambil
mengambil masa untuk memahirkannya dan ia perlukan banyak tenaga, mengambil masa untuk umur mainkannya dan ia perlukan banyak denger
untuk kita melakukan aktiviti tersebut berbanding sukan-sukan yang lain, untuk kita melakukan yang terserah disebut sebab ada yang sukasukannya lain
hm selain sukan berenang eh, selain sukan brenang ya
saya minat, sayang minan
badminton sudah tentu, badminton zulat entuk
tengok ayah saya, ya ya ya
contohnya, contohnya
badminton ni dia tak perlukan kebaikan ataupun keburukan sebab bagi [UNK] bagi saya semua sukan membawa kebaikan, mereka tidak perlu kebaikan sebab bagi saya semua suka membawa kebaikan
dia tak perlu ah, dia tak perlu
bagi saya semua sukan [UNK] member- memberi kita kebaikan dia tak memberi kita keburukan pun sebab sukan ni untuk, bagi saya semua suka memberi kita kebaikan dia tak memberi kita keberukan bohan sebab suka ni untuk
menyihatkan badan kita, menyahadkan kepada kita
so, so
antara sebab saya minat badminton adalah saya terinspirasi daripada pemain negara Malaysia, antara sebab saya minat badminton adalah saya terinspirasi daripada pemain negara malaysia
kita ni lah, kita ni lah
iaitu Dato' Lee Chong Wei, iaitu ratuk lincong weh
ha beliau sudah bersara sebab dia sudah tua dan, dia sudah besar sebab dia sudah tua dan
dia terpaksa, ia terpaksa
ha bersara ah sebab dah tak kuat lagi tapi beliau masih boleh bermain walaupun dia tak masuk lagi pertandingan [UNK] lawan antara negara lain, besar lah sebab dah tak kuat lagi tapi dia masih boleh bermain walaupun dia tak masuk lagi pertandingan lawan ada negara lain
ah antara, aaatau
ha, hmm
sudah tentu oh sebab pertama saya minat beliau kut ah beliau berasal daripada tanah air kita sendirilah iaitu Malaysia tu antara semangat patriotiklah kalau kita minat pada beliau kita menyokong produk tanah air kita sendiri, sebab pertama saya minat beliau berasa daripada tanah air kita sendiri lah itu malaysia itu antara semangat biotetik kalau kita minat balau beliau kita menyokong produk tanah air kita sendiri
dan saya minat beliau sebab, dan saya minat dulu sebab
ha itulah sebabnya, itu sebabnya
and, dan
ah sebab kedua, aaah semacam dua
beliau merupakan seorang yang rendah diri walaupun beliau telah memenangi banyak acara dan pelbagai, beliau merupakan seorang yang rendah diri walaupun beliau setelah bermanangi banyak acara dan pelbagai
ah pertandingan yang dianjurkan beliau tetap ah rendah [UNK] rendah diri dan tidak terlalu sombong untuk bertemu atau mengajar orang-orang lain bermain badminton itu antara yang saya minat tentang beliau, pertandingan yang dianjurkan ia tetap rendah rindik rendah rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik rindik
disebabkan saya minat beliau saya minat badminton, dilapakan saya menangmenangmenang sabinang bay bintang
hm, hmm
ha ah, ah
ha saya rasa itu je lah antara sebab saya minat badminton, saya rasa itu jelas antara sebab saya minat badminton
dan awak bagaimana pula adakah awak ada benda lagi awak nak ce- cerita pasal sukan, dan awak bagaimana pula adakah awak ada benda lagi yang nak kerja di kebiasa sukan
oh, oh
ha ah ah, aduhai
oh jadi rugby ni, oh jadi rabi ni
jadi rugby ni memang [UNK], jadi habis ini masuk
ah, hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
okey okey dia memerlukan tahap, okey awak belukan entap
tahap ah ke [UNK] kekuatan yang kuatlah, kekuatan yang kuatlah
oh, uuhh
hebat juga ya ayah kamu, terima kasih ayah
ah tapi saya rasa, tapi saya yakin
ah, bye
oh jadi awak nak sampaikan yang kita ambil sukan yang ringan kita bawa masuk ke sukan sukan yang, oh jadi awak nak sampaikan yang kita ambil sukan yang ringan kita bawa masuk ke sukan yang
ah berat macam begini lah, berat macam gini lah
contohnya kita gabung joging campur lompat untuk [UNK] untuk, kita garang joging campur lompat untuk
untuk jadikan ah bola sepak, untuk jadikan buruh sepak
hah okey sekarang saya faham, okey saya akan beritahu
tapi saya rasa macam, tapi saya rasa macam
kita patut ah menyebarkan tentang kebaikan sukan ni kepada semua pihaklah sebab saya tengok ramai yang membiarkan ah sukan ini terbiar dia macam dah tak kisah pasal sukan dia ramai yang kurang semangat kesukanan, kita patut menyebabkan tentang kebaikan sukan ini kepada semua pihaklah sebab saya tengok ramai yang membiarkan sukan ini terbiar dia macam tak kisah pasal sukan ramai yang kurang semangat kesukaan kan
em, hmm
ya ramai yang tak nampak ah saya rasa itu sahaja kot untuk topik kita tentang sukan terima kasih sebab memberitahu saya sedikit sebanyak tentang sukan ni lah, saya rasa itu saja untuk topik kita dan tersukain terima kasih sebab memberi tahu saya sedikit sebanyak dan tersukainilah
hm, 
okey terima kasih ha waalaikumsalam, terima kasih
hello Umi, ia romi
um hm um kau sihat, terima kasih
kenapa, kenapa
kau pergilah, kau pergi la
klinik ke, inika
check, j
tau sikit, daun
kau stress kenapa, kau stres napa
so apa yang kau tau pasal stress ni, so apa yang kau dah lupa sajalah
aku tengok juga kes dia pasal kesihatan ni, sekarang kita juga akan berada di sini
tentang kemurungan, dan tang ke murungen
kemurungan ni macam penyakit mental yang menyebabkan perasaan macam mood lah, kami mengenai penyakit mental yang menyebabkan perasaan macam mudah
mood seseorang, mungkin sekarang
um menjadi, mama jatih
semakin menurun, semakin menurut
macam boleh menjejaskan, macam boleh menjaskan
kehidupan harian, kidupan harian
termasuklah fikiran perasaan tingkahlaku ah macam tu lah, termasuk fikiran perasaan tekan aku macam tu lah
kiranya tak dapat kawal, sekiranya tak dapat gawal
dia boleh mendorong kepada tindakan membunuh diri, dia boleh menurung kepada tindakan membunuh diri
so kenapa seseorang boleh mengalami [UNK] ni en sebab-sebab dia macam, so kenapa seseorang boleh mengalami kemurannya sebab dia macam
kemurungan boleh berlaku di dalam family, kemurahan boleh beraku dalam femm d
atau, atau
peristiwa atau kejadian yang menyebabkan seorang tertekan contoh macam, peristiwa atau kejadian yang menyebabkan seorang tetakan contoh macam
kematian ahli keluarga, kematian ali keluarga
gagal exam, gagalgagal izim
penceraian ibu bapa, pertama saya tidak akan berbual
um ada, hmm idea
kalau aku jadi nenek aku time tu sakit aku bagi dia macam, kalau aku jari ni aku tak nampak sakit aku bagi dia macam
makan bubur ke, makan bubur ke
so makan makan yang tawar, makanan yang tahu
dia macam tadi lah aku cakap macam kau, dia macam terlihat cakap dia macam ko
terlalu banyak masalah lepas tu, terlalu banyak masalah
kau pendam so dia menyeksa diri kau macam tu lah, kau pendam sudah meniksi diri kau jadulah
um hm, mmmm
so kalau cakap pasal kesihatan ni kan biasa nya kalau dekat sekolah kan [UNK] macam mesti satu, so kalau cakap pasukan saya ini kan biasanya kalau di sekolah kan saya macam mesti satu
satu tahun sekolah tu mesti macam ada, sebenarnya saya tidak tahu apakah saya akan berada di sini
ha nurse nurse datang lepas tu bagi inject kan, nesnest datang pasukan jet neng
itu macam kau, ni tu masak go
macam apa orang cakap, macam pulang cikup
tu untuk hormon lah kalau biasa kalau, untuk hormona biasa kalau
tingkatan tiga kena inject tapi untuk perempuan je, tiga kataan tiga kena anjir tapi untuk perempuan je
um hm, mmmmm
ha ah, aduhai
um hm, hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
pernah macam jiran aku lah dia ada seorang lah macam tu, pernah macam jiran aku lah dia sorang ah macam tu
tapi kadang kadang dia macam, tapi garagara dia macam
ganas sikit dia suka kejar kejar orang, dan nanti dia suka kejagaan orang
um tiba-tiba dia macam tiba-tiba datang peluk tak nak lepas, ptb dia macam datang perlu tak nak lepas
tarik tarik, tarik tarik
ganas, terima kasih
um pasal kesihatan, hmm saya keseratannya
K, j
bye, bye
hello, helo
aku nak, hakuna
kongsi ah sikit pasal, seperti apa yang terjadi
makanan, makanan
kegemaran aku, kegumaran aku
aku suka makan makanan yang tradisional tau, aku suka makan makanan tradisional
makanan orang Melayu la contoh macam, makanan orang lain lah macam tu macam
ah nasi lemak ke, nasib lemak ke
erm nasi lemak ke, hmm nasi lemak ke
ah lemang ke macam ah orang Melayu punya kalau kuih tu macam, aleman ke macam orang lain punya kalau kui itu macam
kalau kuih raya masa raya ada kuih bahulu, kali kuih raya masa raya ada kuih bawah dulu
ah kuih gula melaka ah [UNK] ketupat semua kan, kuih kuih lemlaka setelah ketuk fat semua kan
tapi yang paling aku suka nasi lemak la sebab nasi lemak tu, tapi yang paling aku suka nasi lemak lah sebab nasi lemak itu
dia macam dia macam istime-istimewa la sebab dia dia di balut dengan, dia macam istimewa lah sebab dia dipali dengan
daun daun pisang ah so buatkan nasi lemak tu bau wangi sedap, dan daun pisang jadi buat nasi lemak itu bau wangi sedap
lepas tu [UNK], terima kasih
ha ah dengan sambal dia ya Allah sedap nya, dengan sambal dia ya allah sifatnya
hm erm, mmmm
ah, hmm
istimewa makanan, terima kasih kerana menonton
makanan [UNK] istimewa na-nasi lemak tu, makanan istimewa nasi lemak itu
ya la dia dibalut oleh, yalah dia dibalut
di-dia dibalut dengan ah apa tu, dia dibalut dengan apa tu
daun pisang lepas tu, dan pisak minggu lepas tu
ah ada timun hiris, ada timon iris
ah dia hiris, ah dia hiris
dia hiris timun tu, dihidupkan di muntung
lepas tu ada ikan bilis ada kacang goreng ada telur, terus itu ada ikan milis ada kacang goreng ada telur
telur rebus, deluru pus
lepas tu sambal dia kalau makan panas panas lepas tu pedas memang sedap ah, pasal sambal dia kalau makan panaspanas pasal pedas memang sedap
kalau macam kalau kau tak makan dengan telur kalau kau ada alergik ke ada trauma ke apa, kalau macam kalau tak nak makan dengan telur kalau kau ada elejik atau ada trauma atau apa
kau boleh makan dengan ayam, kau boleh makan dengan ayam
dengan, dengan
sotong ke kerang ke, sotong ke kran ke
ha ah sedap, uhuh berhenti
kal-kalau kau yang jenis makan dengan sayur, kalau kau yang jenis makan sayu
kalau boleh makan dengan, kau boleh makan dengan
[UNK] ah apa ni, saat apa ni
sayur sayur sayuran acar yang macam orang makan nasi nasi nasi minyak tu ah, sayur dan acar yang macam orang makan nasi minyak
ah kau pula apa makanan kegemaran kau, kau belak apa makanan kegomaran kau
tak nak kongsi ke, saya nak kongsi ikut
oh mengapa, oso muna buku
oh so kau ni dikategorikan yang, oh so kau ni ni kita gerikan ya
