reference,whisper_small_prediction,whisper_large_v3_prediction,whisper_small_process_time,whisper_large_v3_process_time
kenapa ek kenapa ek ah dia macam dia tak ambil endah padahal dia dah tahu dah kadar- kadar apa ni kesihatan di Malaysia sangat merosot tapi kenapa dia melakukan jugak ah macam makan benda-benda yang,kenapa tak kenapa yang dia macam dia tak ambil endah padahal ah dia dah tau dah kadang-kadang apa ni kesihatan di Malaysia sangat merosak tapi kenapa dia melakukan juga ah macam makam benda-benda yang,kenapa tak eh kenapa eh ah dia macam dia tak ambil endah padahal ah dia dah tahu dah kadar kadar apa ni kesihatan di Malaysia sangat merosot tapi kenapa dia melakukan juga ah macam makan benda-benda yang,6.920937776565552,13.636743783950806
ah mempunyai banyak lemak semua lepas tu tidak bersukan just,ah mempunyai banyak lemak semua lepas tu tidak bersukan just,ah mempunyai banyak lemak semua lepas tu tidak bersukan just,3.2211174964904785,4.547668695449829
macam,macam tu,macam,0.6819133758544922,1.179837703704834
makan tidur makan tidur makan tidurlah bak kata pepatah ah,makan tidur makan tidur makan tidurlah bak rata-bata ah,makan tidur makan tidur makan tidur lah abak kata-kata ah,2.3733139038085938,5.952769756317139
ah apa ni,ah benda,ah benda ni,0.6921722888946533,1.620150089263916
tiada apa-apa lah gerak gerak,telah apa lah kerana-kerana,tak ada apa-apa lah kerak-kerak,1.445495367050171,3.130916118621826
ah tapi macam mana kita nak membe- ah kerajaan-kerajaan perlulah ambil tindakan sebab rakyat dia sendiri kan kalau tak ada rakyat dia macam mana ah negara nak kembangkan ekonomi macam mana en ah,tapi macam mana kita nak membeber ah kerajaan kerajaan perlu lami tidakkan sebab arahnya dia sendiri kan kalau tak dari arahnya dia macam mana ah negara nak pembangkai ekonomi macam mana ah,tah tapi macam mana kita nak membe ah kerajaan kerajaan perlulah ambil tindakan lah sebab rakyat dia sendiri kan kalau tak ada rakyat dia macam mana ah negara nak berkembangkan ekonomi macam mana kan ah,8.204418182373047,15.527198076248169
ah kerajaan tu dia nak me-,ha kerajaan tu dia nak me,ah kerajaan tu dia nak me,1.389878273010254,2.678823947906494
me- apa ni,bunga apa ni,berapa dia,0.9043025970458984,1.3533334732055664
mengelakkan daripada masalah-masalah ni berlakulah macam ah kesihatan kencing manis semua ni sebab dia sangat berbahaya la sebab,menyalakkan daripada masalah masalah ni berlaku lah macam ah kesihatan kecemanya semua ni sebab dia sangat bahaya lah sebab,mengelakkan daripada masalah masalah ni berlaku lah macam ah kesihatan kecemasan semua ni sebab dia sangat membahaya lah sebab,5.61442494392395,9.33450436592102
dia membawa kematian kan then kalau mati kan ah tak ada pekerja-pekerja nanti yang mahir then ekonomi negara merosot macam mana ek kerajaan boleh buat,dia membawa kematian kan dan kalau mematikan ah tak ada perkeja-perkejaan nanti yang mahal dan ekonomi negara merosut macam mana eh ah kerejaan boleh buat,dia membawa kematian kan dan kalau mematikan ah tak ada pekerja-pekerja nanti yang mahir dan ekonomi negara merosot macam mana eh ah kerajaan boleh buat,6.957693338394165,12.26044511795044
tapi saya rasa bukan kerajaan je kot,tapi saya rasa bukan kerajaan je kot,tapi saya rasa bukan kerajaan je kot,1.6095161437988281,3.1737585067749023
saya rasa bukan kerajaan-kerajaan je kot saya rasa sekolah pun boleh bendung masalah ni kot dengan macam dia menerapkan tentang makanan di makanan di macam contoh subjek Sains ah menerapkan pasal makanan BM ah terapkan pasal makanan ah ini akan ah menjadi seorang itu lebih ni lah lebih apa ni,saya rasa bukan kerajaan kerajaan je kot saya rasa sekolah pun boleh benda masalah ni kot dengan macam dia menerapkan tentang makanan di makanan di macam contoh sub-bidik saya en ah berterapkan pasal makanan B M ah terapkan pasal makanan ah ini akan ah menjadi ah seorang itu lebih ni lah lebih apa ni,saya rasa bukan kerajaan-kerajaan je kot saya rasa sekolah pun boleh bendung masalah ni kot dengan macam dia menerapkan tentang makanan di makanan di macam contoh subject science ah menerapkan bahasa makanan BM ah terapkan bahasa makanan ah ini akan ah menjadi ah seorang itu lebih ni lah lebih apa ni,11.50384521484375,19.887787103652954
daripada kecik,daripada kecik,daripada kecil,1.3433268070220947,2.454881191253662
ah dia lagi lebih pekalah,ah dia lagi berpeka lah,ha dia lain berpeka lah,1.147148847579956,2.2336714267730713
dia kecik dia macam senang dibentuk tau ah sebagai [UNK] ah sebagai peribahasa ah melentur buluh biarlah daripada rebungnya lah jadi saya rasa ah pihak sekolah pun boleh buat dalam ni,dia kecik dia macam senarai bentuk tau ah sebagai ah sebagai peribasa ah melentuh dulu abialah ke dua rebung ni lah jadi ah saya rasa ah pihak sekolah pun boleh buat dalam ni,dia kecil dia macam senari bentuk tau ah sebagai ah sebagai peribahasa ah meluntur buluk biarlah kena hubungi lah jadi ah saya rasa ah pihak sekolah pun boleh buat pendanaan ni,6.069686651229858,13.311733484268188
ibu bapa,ibu apa,ibu bapa,0.6878576278686523,2.0535731315612793
sebagai contoh ibu bapa macam kena perlu beli makanan-makanan yang sihatlah macam tu lah,sebagai contoh you buat apa macam kena perlu beli makanan-makanan yang sihat lah macam tu lah,sebagai contoh eh berapa macam kena perlu beli makanan-makanan yang sihat lah macam tu lah,3.9081478118896484,6.270191431045532
oh menghadkan makanan,oh menghakkan makanan,oh mahatkan makan,1.0199241638183594,2.143688440322876
tapi ah dia macam kena seimbangkan lah macam dia dah makan benda alah ni mestilah dia kena makan yang benda sihat macam tu lah,tapi ah dia macam kena seimbangkan macam dia la makan dalam dalan ni mestilah dia kena makan yang dia sihat la macam tu lah,tapi ah dia macam kena seimbangkanlah macam dia dah makan budak lainnya mestilah dia kena makan yang boleh sihatlah macam tu lah,4.94933295249939,8.551820039749146
oh begitu,oh begitu ah,oh begitu,0.890472412109375,1.6719059944152832
makanan eh,makanan ni,makanan eh,0.8578126430511475,1.3506596088409424
okay ada apa-apa lagi tak nak tanya saya ah pasal ah kesihatan ni,okey ada apa-apa lagi tak nak beli tu saya pasal ah kesihatan ni,oh okey ada apa-apa lagi tak nak saya pasal ah kesihatan ni,2.598778009414673,4.693061590194702
okay ah kamu juga begitu ya sebab kita tak nak negara kita terjejas kan kita nak macam negara kita hidup dengan [UNK] dengan aman dengan sihat ah mempunyai,okey ah kamu juga begitu ya sebab kita tak nak negara kita terjenjaskan kita nak macam negara kita hidup dengan negara dengan aman dengan siap ah berpunyai,okay ah kamu juga begitu je sebab kita tak nak negara kita terjejas kan kita nak macam negara kita hidup dengan negara dengan aman dengan sihat ah mempunyai,6.2033281326293945,10.084367036819458
apa ini,apa ni,apa ni,0.7411484718322754,1.6599621772766113
mempunyai rakyat ra-rakyat yang mempunyai kesihatan yang kuatlah tak ada lah macam lembik je kan okay,mengpunyai rakyat-ra- rakyat yang memunyai kesetan yang kuat lah tak adalah macam alembak je kan okey,punyai rakyat rakyat yang mempunyai kesihatan yang kuat lah tak adalah macam ha lembek je kan okay,4.717060565948486,8.737518787384033
itu saja ah saya,itu saja ah saya,itu saja ah saya,1.0936977863311768,1.6606395244598389
ah pergi dulu ye,ah pergi dulu eh,ah pergi dulu ya,0.7819592952728271,1.5890779495239258
assalamualaikum,salamualaikum,assalamualaikum,0.8889238834381104,1.7745850086212158
sama-sama,okey sama-sama,okey sama-sama,0.875560998916626,1.8066942691802979
bye,bye,bye,0.44286036491394043,1.1695802211761475
hai Helmi apa khabar,hai enemy apa-apa,hai Helmi apa khabar,1.2213420867919922,2.7758185863494873
ah saya ada kerja tapi saya nak membincangkan pasal sukan awak tahu apa-apa tak tentang sukan,ah saya ada kerja tapi saya nak berbincangkan pasal sukan awak tahu apa apa tak tentah sukan,ah saya ada kerja tapi saya nak berbincangkan pasal sukan awak tahu apa-apa tak tentang sukan,3.403738021850586,6.802091121673584
ah ya saya,ah saya sayang,ya lah dia lagi,1.056483507156372,2.21110200881958
apa yang awak tahu tentang sukan,apa yang awak tahu dah nansukan,apa yang awak tahu tentang sukan,1.2258386611938477,2.23245906829834
saya nak tahu,saya nak tau,saya nak tahu,0.7839505672454834,1.5932726860046387
apa yang dimaksudkan oleh sukan saya macam kurang faham boleh saya tahu tak apa itu sukan,apa yang dimasukkan yang disukain saya macam kurang faham saya tahu tak apa yang sukan,apa yang dimasukkan oleh sukan saya macam kurang faham maka saya tahu tak apa yang dia sukan,3.1396400928497314,7.58756685256958
oh,oh,oh,0.46349430084228516,0.9214615821838379
boleh bagi saya satu contoh ketegori sukan yang awak minat,boleh bagi saya satu contoh kategori sukan yang awak minat,boleh bagi saya satu contoh kategori sukan yang awak minat,2.27419376373291,4.919128179550171
ah,ah,ah,0.61452317237854,1.2953829765319824
boleh bagitahu saya apa sukan yang awak minat,boleh beritahu saya apa sukan yang awak minat,boleh beritahu saya apa sukan yang awak minat,1.977159023284912,3.5484750270843506
so,so,so,0.46270275115966797,0.9330518245697021
jadi,jadi,jadi,0.4332108497619629,0.9249370098114014
oh Ronaldo,oh Ronaldo,oh Ronaldo oh,0.5413320064544678,1.371333360671997
satu dunia kenal,satu dunia kenal,satu dunia kenal eh,1.236161231994629,3.100519895553589
dia ada pemain terhebat,dia ada pemain teribat,dia ada pemain karibat,1.3593459129333496,2.496504783630371
oh maksud awak,oh masak wat,oh masa what,0.802823543548584,1.3801829814910889
piala dunia ke,jalan dunia ke,jalan dunia ke,0.8865280151367188,1.834850549697876
urm banyak liga dimainkan oleh beliau,hm banyak ligah yang dimainkan oleh Beliau,hmm banyak liga yang dimainkan oleh beliau,1.784839153289795,4.493783473968506
tapi,tapi,tapi,0.5881178379058838,1.1753604412078857
awak nak tahu tak tentang sejarah sukan,awal nak tau tak tentu sejarah sukan,apa nak tahu tak tentang sejarah sukan,1.6718406677246094,2.8900303840637207
tentang sejarah sukan saya mahu menceritakan sejarah sukan,tentang sejarah sukan saya mahu menceritakan sejarah sukan,tentang sejarah sukan saya mahu menceritakan sejarah sukan,2.643084764480591,6.451547861099243
ah saya ada topik nak cerita ni tentang sukan yang saya minat,ah kalau saya ada topik nak cerita ni tentang sukan yang saya minat,ah saya ada topik nak cerita ni tentang sukan yang saya minat,2.3452131748199463,4.274292230606079
contohnya kalau awak minat bola sepak,contohnya kalau awak minat bola sepak,contohnya kalau awak minat bola sepak,1.519606351852417,3.964259147644043
tapi saya minat dalam sukan berenang,tapi saya minat dalam sukan berenang,tapi saya minat dalam sukan berenang,1.7890958786010742,3.112492799758911
ya berenang,ya berenang,ya berenang,0.7854082584381104,1.5842278003692627
ah sukan kan terdiri daripada aktiviti-aktiviti fizikal yang dilakukan untuk pelbagai tujuan jadi ah misalnya berenang,ha sokan kan tadi ni dia pedagat tv psik ke yang dia lakukan untuk pelbagai tujuan jadi ha misalnya berenang,ah sokan kan terdiri daripada aktiviti fizikal yang dilakukan untuk pelbagai tujuan jadi ah misalnya berenang,4.120724201202393,8.158983707427979
secara berasingan di hadapan ribuan penonton merupakan satu perkara yang saya paling minatlah,sesara bersaingan dihadapari bual pun untun rupakan satu hu-wakara yang saya paling minat lah,sesiara persaingan dihadapi ribuan penonton rupakan satu perkara yang saya paling minatlah,3.8377785682678223,7.682499885559082
yang menunjukkan pada orang lain betapa hebatnya saya,ia menjukkan pada orang lain tak ada hebat ni saya,ya menunjukkan pada orang lain tak apa hebatnya saja,1.949138879776001,3.799311399459839
dan kalau bola sepak idola awak adalah Ronaldo,dan kalau boleh sepak hidup lawak adalah perunak aduk,dan kalau bola sepak idola awak adalah Ronaldo,2.3325202465057373,3.840092420578003
manakala saya,bada kalitanya,banyak kali saya,0.933556318283081,1.6083524227142334
kenal Joseph Schooling tak,kena just subscribe ni tak,kenal Joseph Scoring tak,1.0020363330841064,2.005195140838623
tak kenal ke,tak kenal ke,tak kenalkah,0.7693662643432617,1.6062653064727783
apa dia,apa dia,apa dia,0.5463194847106934,1.3218286037445068
okey tak awak okey tak,okey tak okey tak,oke tak awak okey tak,1.3086228370666504,2.796701192855835
mana boleh sambung kena [UNK] doh kau dah cakap benda lain,mana bersama kena hidup kau dah cakap dia dah ini,mana boleh sambung kena redo tu kalau dia cakap benda lain,1.9510314464569092,3.9976980686187744
okey kalau macam tu,okey kalau macam tu,oke kalau macam tu,0.9257168769836426,1.6026368141174316
hm sukan ada lah aktiviti fizikal,ah sukan ada naik aktiviti fizikal,ah so kan ada dalam aktiviti fizikal,1.5499217510223389,3.731632709503174
yang terdiri daripada pelbagai suk- aspek contohnya bola sepak,yang tadi ni daripada bad guys juga sebab contohnya burah sepak,yang tadi dia paling-paling suka sepak contohnya bola sepak,2.494267702102661,4.258956432342529
tadi kan awak kata awak minat bola sepak,tadi kau nak kata kau nak minat bola sepak,tadikah awak kata awak minat bola sepak,1.846602201461792,4.405104398727417
tapi saya minat berenang,tapi saya nak berenang,tapi saya ingat berdenang,1.4165167808532715,2.490891218185425
ah kalau idola awak adalah Ronaldo idola saya ialah Joseph Scolding ah beliau berasal daripada Singapore,ah kalau ada Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah Allah,ah kalau idola awak adalah Ronaldo idola saya je lah Joseph Scalding ah beliau berasal daripada Singapura,32.77489733695984,8.005964279174805
awak kenal tak,awak kena tak,awak kenal tak,0.9152815341949463,1.806635856628418
ah Joseph Scolding,ah Jossett Scroding,ah Joseph Scully,1.0802955627441406,1.5994317531585693
kalau awak tak kenal ha saya boleh cerita kan tentang beliau,kalau orang tak kenal ah saya berceritakan tembakan dia,kalau tak kena ah saya bercerita kan kemudian,2.2270843982696533,4.798173666000366
ya ramai yang tak minat tentang berenang,ia ramai yang tak minat tentang berenang,ya ramai yang tak minat datang berenang,1.59452223777771,3.3183679580688477
sebab berenang dia orang fikir ini bukan aktiviti sukan,sebab berenang dia orang fikir ini bukan aktiviti sukan,sebab berenang dia orang fikir ini bukan aktiviti tukan,2.1032638549804688,5.091502904891968
sebab berenang,sebab perandang,selepas berenang,1.0783820152282715,2.0322651863098145
ah kalau ikutkan sukan anta- antara berenang merupakan sukan yang paling banyak paling mudah untuk bakar kalori,ah kalau ikutkan sukan yang tantar antara berenang merupakan sukan yang paling banyak paling mudah untuk pakai kalori,ah kalau ikutkan sukan antara berlena merupakan sukan yang paling banyak paling mudah untuk pakai kalori,3.8941915035247803,7.847913980484009
dan ianya lebih menyeronokkan dan,dan tia-tia lebih menyeronokkan dan,dan dia punya lebih menyeronokkan dan,1.698962688446045,2.8870015144348145
lebih sihat ah,beber sihat dah,dai mei sihat dah,0.9116296768188477,2.2455384731292725
