reference,whisper_large_v3_prediction,whisper_large_v3_process_time
kenapa ek kenapa ek ah dia macam dia tak ambil endah padahal dia dah tahu dah kadar- kadar apa ni kesihatan di Malaysia sangat merosot tapi kenapa dia melakukan jugak ah macam makan benda-benda yang,kenapa tak kenapa eh ah dia macam dia tak ambil endah padahal ah dia dah tahu dah kadar kadar apa ni kesihatan di Malaysia sangat merosot tapi kenapa dia melakukan juga ah macam makan benda-benda yang,13.118650674819946
ah mempunyai banyak lemak semua lepas tu tidak bersukan just,ah mempunyai banyak lemak semua lepas tu tidak bersukan just,4.647118091583252
macam,macam,1.526381492614746
makan tidur makan tidur makan tidurlah bak kata pepatah ah,makan tidur makan tidur makan tidur lah bak kata-kata ah,4.636528253555298
ah apa ni,ah benih,1.367765188217163
tiada apa-apa lah gerak gerak,tak ada apa lah kerak-kerak,2.566664457321167
ah tapi macam mana kita nak membe- ah kerajaan-kerajaan perlulah ambil tindakan sebab rakyat dia sendiri kan kalau tak ada rakyat dia macam mana ah negara nak kembangkan ekonomi macam mana en ah,tah tapi macam mana eh kita nak membe-ah kerajaan kerajaan perlulah ambil tindakan ah sebab rakyat dia sendiri kan kalau tak ada rakyat dia macam mana ah negara nak berkembangkan ekonomi macam mana ah,15.254953145980835
ah kerajaan tu dia nak me-,ha kerajaan tu dia nak me,3.375211000442505
me- apa ni,berapa ni,1.7239739894866943
mengelakkan daripada masalah-masalah ni berlakulah macam ah kesihatan kencing manis semua ni sebab dia sangat berbahaya la sebab,mengelakkan daripada masalah masalah ni berlaku lah macam ah kesihatan kecemaannya semua ni sebab dia sangat membahaya lah sebab,8.87186861038208
dia membawa kematian kan then kalau mati kan ah tak ada pekerja-pekerja nanti yang mahir then ekonomi negara merosot macam mana ek kerajaan boleh buat,dia membawa kematian kan dan kalau mematikan ah tak ada pekerja-pekerja nanti yang mahir dan ekonomi negara merosot macam mana eh ah kerajaan boleh buat,12.040956974029541
tapi saya rasa bukan kerajaan je kot,tapi saya rasa bukan kerajaan je kot,3.2499773502349854
saya rasa bukan kerajaan-kerajaan je kot saya rasa sekolah pun boleh bendung masalah ni kot dengan macam dia menerapkan tentang makanan di makanan di macam contoh subjek Sains ah menerapkan pasal makanan BM ah terapkan pasal makanan ah ini akan ah menjadi seorang itu lebih ni lah lebih apa ni,saya rasa bukan kerajaan kerajaan je kot saya rasa sekolah pun boleh bendung masalah ni kot dengan macam dia menerapkan tentang makanan di makanan di macam contoh subject science ah menerapkan bahasa makanan B M ah terapkan bahasa makanan ah ini akan ah menjadi ah seorang itu lebih nilah lebih apa ni,20.12071418762207
daripada kecik,daripada kecil,1.8373634815216064
ah dia lagi lebih pekalah,ha dia lain bit peka lah,2.1625216007232666
dia kecik dia macam senang dibentuk tau ah sebagai [UNK] ah sebagai peribahasa ah melentur buluh biarlah daripada rebungnya lah jadi saya rasa ah pihak sekolah pun boleh buat dalam ni,dia kecik dia macam senaribentuk tau ah sebagai ah sebagai peribahasa ah meruntuk buluk ah biarlah kena hubungin dia lah jadi ah saya rasa ah pihak sekolah pun boleh buat pedala ni,13.410420894622803
ibu bapa,ibu bapa,1.574953317642212
sebagai contoh ibu bapa macam kena perlu beli makanan-makanan yang sihatlah macam tu lah,sebagai contoh ya buah-buahan macam kena perlu beli makanan-makanan yang sihat lah macam tu lah,7.637835741043091
oh menghadkan makanan,oh mahat kau makan,1.7886459827423096
tapi ah dia macam kena seimbangkan lah macam dia dah makan benda alah ni mestilah dia kena makan yang benda sihat macam tu lah,tapi ah dia macam kena seimbangkanlah macam dia dah makan budak ala ni mesti lah dia kena makan yang benda sihat lah macam tu lah,9.799706220626831
oh begitu,oh begitu ah,1.3827359676361084
makanan eh,makanan,1.08363938331604
okay ada apa-apa lagi tak nak tanya saya ah pasal ah kesihatan ni,oh okey ada apa apa lagi tak nak kata saya pasal ah kesihatan ni,4.709928750991821
okay ah kamu juga begitu ya sebab kita tak nak negara kita terjejas kan kita nak macam negara kita hidup dengan [UNK] dengan aman dengan sihat ah mempunyai,okey ah kamu juga begitu je sebab kita tak nak negara kita terjenjas kan kita nak macam negara kita hidup dengan negara dengan aman dengan sihat ah mempunyai,10.532199144363403
apa ini,apa ni,1.1686134338378906
mempunyai rakyat ra-rakyat yang mempunyai kesihatan yang kuatlah tak ada lah macam lembik je kan okay,mempunyai rakyat rakyat rakyat yang mempunyai kesihatan yang kuat lah tak ada lah macam hm ah lembek je kan okey,10.247332572937012
itu saja ah saya,itu saja ah saya,1.581355094909668
ah pergi dulu ye,ah bagi dulu eh,1.7170114517211914
assalamualaikum,assalamualaikum,1.7723844051361084
sama-sama,okey sama-sama,1.7273383140563965
bye,bye,0.8801863193511963
hai Helmi apa khabar,hai Helmi apa khabar,2.831882953643799
ah saya ada kerja tapi saya nak membincangkan pasal sukan awak tahu apa-apa tak tentang sukan,ha saya ada kerja tapi saya nak berbincangkan pasal sukan awak tahu apa-apa tak tentang sukan,6.652189254760742
ah ya saya,ah ya saya,1.3540549278259277
apa yang awak tahu tentang sukan,apa yang awak tahu tentang sukan,2.1558754444122314
saya nak tahu,saya nak tahu,1.6101524829864502
apa yang dimaksudkan oleh sukan saya macam kurang faham boleh saya tahu tak apa itu sukan,apa yang dimasukkan oleh sukan saya macam kurang faham sebab saya tahu tak apa yang di sukan,7.24467921257019
oh,oh,0.9313061237335205
boleh bagi saya satu contoh ketegori sukan yang awak minat,boleh bagi saya satu contoh kategori sukan yang awak minat,4.267427682876587
ah,ah,0.9350814819335938
boleh bagitahu saya apa sukan yang awak minat,boleh beritahu saya apa sukan yang awak minat,4.577142715454102
so,so,0.9278929233551025
jadi,jadi,0.8871369361877441
oh Ronaldo,oh Ronaldo oh,1.3085453510284424
satu dunia kenal,satu dunia kenal,1.9455366134643555
dia ada pemain terhebat,dia ada permainan karibat,2.5717618465423584
oh maksud awak,oh masak wat,1.56541109085083
piala dunia ke,jalin duniakah,2.2106456756591797
urm banyak liga dimainkan oleh beliau,em banyak liga yang dimainkan oleh beliau,3.6551737785339355
tapi,tapi,1.1312038898468018
awak nak tahu tak tentang sejarah sukan,aku nak tahu tak tentang sejarah sukan,2.7739927768707275
tentang sejarah sukan saya mahu menceritakan sejarah sukan,tentang sejarah sukan saya mahu menceritakan sejarah sukan,5.335937976837158
ah saya ada topik nak cerita ni tentang sukan yang saya minat,ah saya ada topik nak cerita ni tentang sukan yang saya minat,4.725809574127197
contohnya kalau awak minat bola sepak,contohnya kalau awak minat bola sepak,2.8300366401672363
tapi saya minat dalam sukan berenang,tapi saya minat dalam sukan berenang,3.0190513134002686
ya berenang,ya berenang,1.5420222282409668
ah sukan kan terdiri daripada aktiviti-aktiviti fizikal yang dilakukan untuk pelbagai tujuan jadi ah misalnya berenang,ha sokan kan terdiri daripada aktiviti fizikal yang dilakukan untuk pelbagai tujuan jadi ah misalnya berenang,8.129785776138306
secara berasingan di hadapan ribuan penonton merupakan satu perkara yang saya paling minatlah,sesiara bersaingan dihadapi ribuan penonton rupakan satu perkara yang saya paling minatlah,6.574019193649292
yang menunjukkan pada orang lain betapa hebatnya saya,dia menunjukkan pada orang lain tak berhebat ni saya,4.600999593734741
dan kalau bola sepak idola awak adalah Ronaldo,dan kalau bola sepak hidup lah awak adalah Ronaldo,3.036620616912842
manakala saya,banyak kali tanya,1.7383060455322266
kenal Joseph Schooling tak,kenal Joseph Scoring tak,1.928027868270874
tak kenal ke,tak kenalkah,1.701460599899292
apa dia,apa dia,1.4138834476470947
okey tak awak okey tak,okey tak awak okey tak,2.741434097290039
mana boleh sambung kena [UNK] doh kau dah cakap benda lain,mana boleh sambung kena redo tu kalau cakap benda lain,3.676727771759033
okey kalau macam tu,okey kalau macam tu,1.7744529247283936
hm sukan ada lah aktiviti fizikal,ah sukan adalah aktiviti fizikal,2.355313539505005
yang terdiri daripada pelbagai suk- aspek contohnya bola sepak,yang terdiri daripada pelbagai aspek contohnya bola sepak,5.494052410125732
tadi kan awak kata awak minat bola sepak,tadikah awak kata awak minat boleh sepak,3.468392848968506
tapi saya minat berenang,tapi saya ingat berenang,2.384955644607544
ah kalau idola awak adalah Ronaldo idola saya ialah Joseph Scolding ah beliau berasal daripada Singapore,ah kalau idola awak adalah Ronaldo idola saya ialah Joseph Scording ah beliau berasal daripada Singapura,7.421831846237183
awak kenal tak,kau kenal tak,1.8219020366668701
ah Joseph Scolding,ah Joseph's Calling,1.5031824111938477
kalau awak tak kenal ha saya boleh cerita kan tentang beliau,kalau awak tak kenal ah saya bercita kan ikan belia,4.089578151702881
ya ramai yang tak minat tentang berenang,ya ramai yang letak minyak datang berenang,4.022229909896851
sebab berenang dia orang fikir ini bukan aktiviti sukan,sebab berenang dia orang fikir ini bukan aktiviti sukan,4.592929840087891
sebab berenang,selepas berenang,1.9598164558410645
ah kalau ikutkan sukan anta- antara berenang merupakan sukan yang paling banyak paling mudah untuk bakar kalori,ah kalau ikutkan sukan yang tak antara berenang merupakan sukan yang paling banyak paling mudah untuk pakai kalori,7.133709907531738
dan ianya lebih menyeronokkan dan,dan yang ni lebih menyeronokkan dan,3.539008378982544
lebih sihat ah,lagi sihat dah,1.7879152297973633
saya sangat minat sukan,saya sangat minat sukan,2.1499204635620117
berenang kerana,berenang kerana,1.753065824508667
kerana berenang merupakan,kerana berenang merupakan,2.3782739639282227
hobi ayah saya waktu,hobi ayah saya waktu,2.439950466156006
ayah saya atlit sekolah rendah sekolah menengah,ayah saya atlet sekolah rendah sekolah menengah,4.809344291687012
[UNK] dan ayah saya pernah mewakili negara untuk per-pertandingan berenang ni,dan berdanak yang saya pernah mewakili negara untuk berterangan berenang ni,5.156402111053467
jadi saya mengikut jejak langkah beliau lah,jadi sama ikut jejak langkah berjauh lah,3.860821008682251
so,oh,1.2472074031829834
hm seronok dalam bidang sukan,hm senang dalam bidang sukan,2.5361087322235107
ha berenang ha adalah satu sebab,ah berenang ah adalah satu sebab,2.584521770477295
orang tak nampak tau yang [UNK] berenang ni merupakan sukan yang perlukan banyak tenaga bagi orang sukan berenang ni ia lebih kepada rekreasi aktiviti rekreasi atau riadah,orang tak nampak tau yang su-yang berenang ni merupakan sukan yang perlukan banyak tenaga bagi orang sukan berenang ni ia berk- kepada rekreasi aktiviti rekreasi atau riadah,13.031489372253418
kerana mereka fikir berenang ni merupakan sesuatu benda yang mudah,karena mereka fikir berenang ni merupakan sesuatu benda yang mudah,4.972692012786865
sedangkan berenang mengambil,sedangkan berenang mengambil,3.0133490562438965
mengambil masa untuk memahirkannya dan ia perlukan banyak tenaga,memang ambil masa untuk memahayakannya dan ia perlukan banyak tenaga,5.439975738525391
untuk kita melakukan aktiviti tersebut berbanding sukan-sukan yang lain,untuk kita melakukan aktiviti tersebut berbanding sukan-sukan yang lain,4.977184295654297
hm selain sukan berenang eh,um selain sukan berenang eh,2.865300416946411
saya minat,saya minat,2.120835065841675
badminton sudah tentu,badminton sebetul-betul badminton,3.431205987930298
tengok ayah saya,ha ya saya,1.340207815170288
contohnya,contohnya,1.3174071311950684
badminton ni dia tak perlukan kebaikan ataupun keburukan sebab bagi [UNK] bagi saya semua sukan membawa kebaikan,perintah ni dia tak perlukan kebaikan ataupun keburukan sebab bagi su- bagi saya sumber-sumber kan mahu bawa kebaikan,10.150719404220581
dia tak perlu ah,dia tak perlu ah,1.7921760082244873
bagi saya semua sukan [UNK] member- memberi kita kebaikan dia tak memberi kita keburukan pun sebab sukan ni untuk,bagi saya semua sukan memang memang memberi kita kebaikan ia tak memberi kita keburukan pun sebab sukan ni untuk,7.018847703933716
menyihatkan badan kita,menyihatkan barang kita,3.002591848373413
so,so,0.9630405902862549
antara sebab saya minat badminton adalah saya terinspirasi daripada pemain negara Malaysia,antara sebab saya minat badminton adalah saya terinspirasi daripada pemain negara Malaysia tu,6.051387786865234
kita ni lah,kita ni lah,1.5844550132751465
iaitu Dato' Lee Chong Wei,iak itu ratuk lingcong wei,3.2076361179351807
ha beliau sudah bersara sebab dia sudah tua dan,ha beliau sudah bersara sebab beliau sudah tua dan,4.044265985488892
dia terpaksa,dia terpaksa,1.982189416885376
ha bersara ah sebab dah tak kuat lagi tapi beliau masih boleh bermain walaupun dia tak masuk lagi pertandingan [UNK] lawan antara negara lain,ah bersara lah sebab dah tak kuat lagi tapi beliau masih boleh bermain walaupun dia tak masuk lagi pertandingan ah lawan antara negara lain,9.328584671020508
ah antara,ah antara,1.3858394622802734
ha,ha,0.8817181587219238
sudah tentu oh sebab pertama saya minat beliau kut ah beliau berasal daripada tanah air kita sendirilah iaitu Malaysia tu antara semangat patriotiklah kalau kita minat pada beliau kita menyokong produk tanah air kita sendiri,sebenarnya tentu oh sebab pertama saya minat beliau ah beliau berasal daripada tanah air kita sendiri lah baik tu Malaysia tu antara semangat biototik ah kalau kita minat pada beliau kita menyokong produk tanah air kita sendiri,14.598845720291138
dan saya minat beliau sebab,dan saya minat beliau sebab,2.4000425338745117
ha itulah sebabnya,ha itulah sebabnya,2.1543874740600586
and,and,0.9071385860443115
ah sebab kedua,ha sebab kali dua,1.8311896324157715
beliau merupakan seorang yang rendah diri walaupun beliau telah memenangi banyak acara dan pelbagai,beliau merupakan seorang yang rendah diri walaupun beliau telah memenangi banyak acara dan pelbagai,7.662315130233765
ah pertandingan yang dianjurkan beliau tetap ah rendah [UNK] rendah diri dan tidak terlalu sombong untuk bertemu atau mengajar orang-orang lain bermain badminton itu antara yang saya minat tentang beliau,ha pertandingan yang dia anjurkan beliau tetap ha rendah rendik benda rendah diri dan tidak terlalu sombong untuk bertemu atau mengajar orang-orang lain berbanyak badminton itu antara yang saya minat tentang beliau,14.818286657333374
disebabkan saya minat beliau saya minat badminton,dia sebabkan saya minat beli tau saya minat Babington,4.105205774307251
hm,hm,0.9310178756713867
ha ah,ha,1.1250903606414795
ha saya rasa itu je lah antara sebab saya minat badminton,ha saya rasa itu je lah antara sebab saya minat badminton,4.880504131317139
dan awak bagaimana pula adakah awak ada benda lagi awak nak ce- cerita pasal sukan,dan awak bagaimana pula adakah awak ada benda lagi yang nak cari pasal sukan,5.393699407577515
oh,oh,0.9738523960113525
ha ah ah,ha ah,1.1010169982910156
oh jadi rugby ni,oh jadi Rambi ni,2.4401402473449707
jadi rugby ni memang [UNK],jadi rakbini memang suka,2.6068832874298096
ah,ha,0.9193370342254639
okey okey dia memerlukan tahap,okey okey ia memerlukan tab,2.7381858825683594
tahap ah ke [UNK] kekuatan yang kuatlah,tak ah ah ket-ketang kekuatan yang kuatlah,3.6312155723571777
oh,oh,0.9615645408630371
hebat juga ya ayah kamu,lebat juga ya Yakumum,2.508545160293579
ah tapi saya rasa,ah tapi saya rasa,2.1424808502197266
ah,ah,0.8944451808929443
oh jadi awak nak sampaikan yang kita ambil sukan yang ringan kita bawa masuk ke sukan sukan yang,oh jadi awak nak sampaikan yang kita ambil sukan yang ringan kita bawa masuk ke sukan sukan yang,6.212817430496216
ah berat macam begini lah,ah berat macam gini lah,2.180243730545044
contohnya kita gabung joging campur lompat untuk [UNK] untuk,contohnya kita gabung jogging campur lompat untuk untuk,4.911695718765259
untuk jadikan ah bola sepak,untuk jadikan ah bola sepak,2.684112787246704
hah okey sekarang saya faham,ah okey sekarang saya faham,2.3606460094451904
tapi saya rasa macam,tapi saya rasa macam,1.7593977451324463
kita patut ah menyebarkan tentang kebaikan sukan ni kepada semua pihaklah sebab saya tengok ramai yang membiarkan ah sukan ini terbiar dia macam dah tak kisah pasal sukan dia ramai yang kurang semangat kesukanan,kita patut ah menyebabkan tentang kebaikan sukan ni pada semua pihaklah sebab saya tengok ramai yang membiarkan ah sukan ini terbiar dia macam dia tak kisah pasal sukan dia ramai yang kurang semangat ke sukan kan,15.197609663009644
em,em,1.0369288921356201
ya ramai yang tak nampak ah saya rasa itu sahaja kot untuk topik kita tentang sukan terima kasih sebab memberitahu saya sedikit sebanyak tentang sukan ni lah,dia ramai yang tak nampak ah saya rasa itu saja kot untuk topik kita tentang sukan terima kasih sebab memberi tahu saya sedikit sebanyak tentang sukan ni lah,10.41789436340332
